"","FeatureName","FeatureType","DateCode","Waste.Management","Tonnes"
"1354","East Dunbartonshire","Council Area",2020,"Waste Generated",54572.8
"1355","East Lothian","Council Area",2020,"Waste Generated",51755.1
"1356","East Renfrewshire","Council Area",2020,"Waste Generated",44360.2
"1357","Falkirk","Council Area",2020,"Waste Generated",77069.2
"1358","Fife","Council Area",2020,"Waste Generated",156150.9
"1359","Glasgow City","Council Area",2020,"Waste Generated",265909.7
"1360","Highland","Council Area",2020,"Waste Generated",109108.8
"1361","Inverclyde","Council Area",2020,"Waste Generated",29009.2
"1362","Midlothian","Council Area",2020,"Waste Generated",42152.7
"1363","Moray","Council Area",2020,"Waste Generated",41520.6
"1364","Na h-Eileanan Siar","Council Area",2020,"Waste Generated",13146.2
"1365","North Ayrshire","Council Area",2020,"Waste Generated",61773.6
"1366","North Lanarkshire","Council Area",2020,"Waste Generated",156611.7
"1367","Orkney Islands","Council Area",2020,"Waste Generated",7676.9
"1368","Perth and Kinross","Council Area",2020,"Waste Generated",77535.1
"1369","Renfrewshire","Council Area",2020,"Waste Generated",84010.7
"1370","Scottish Borders","Council Area",2020,"Waste Generated",50715.5
"1371","Shetland Islands","Council Area",2020,"Waste Generated",9087
"1372","South Ayrshire","Council Area",2020,"Waste Generated",56376.2
"1373","South Lanarkshire","Council Area",2020,"Waste Generated",153658.1
"1374","Stirling","Council Area",2020,"Waste Generated",44504.5
"1375","West Dunbartonshire","Council Area",2020,"Waste Generated",44351.8
"1376","West Lothian","Council Area",2020,"Waste Generated",86217.4
"1377","Aberdeen City","Council Area",2021,"Waste Generated",93748.6
"1378","Aberdeenshire","Council Area",2021,"Waste Generated",117503.2
"1379","Angus","Council Area",2021,"Waste Generated",54058.6
"1380","Argyll and Bute","Council Area",2021,"Waste Generated",49042
"1381","City of Edinburgh","Council Area",2021,"Waste Generated",207203.7
"1382","Clackmannanshire","Council Area",2021,"Waste Generated",23777.4
"1383","Dumfries and Galloway","Council Area",2021,"Waste Generated",65774.5
"1384","Dundee City","Council Area",2021,"Waste Generated",65012
"1385","East Ayrshire","Council Area",2021,"Waste Generated",53328.9
"1386","East Dunbartonshire","Council Area",2021,"Waste Generated",57694
"1387","East Lothian","Council Area",2021,"Waste Generated",53951.9
"1388","East Renfrewshire","Council Area",2021,"Waste Generated",40573.7
"1389","Falkirk","Council Area",2021,"Waste Generated",75817.1
"1390","Fife","Council Area",2021,"Waste Generated",166980.7
"1391","Glasgow City","Council Area",2021,"Waste Generated",258940.8
"1392","Highland","Council Area",2021,"Waste Generated",116065.7
"1393","Inverclyde","Council Area",2021,"Waste Generated",26632
"1394","Midlothian","Council Area",2021,"Waste Generated",43835
"1395","Moray","Council Area",2021,"Waste Generated",42538.7
"1396","Na h-Eileanan Siar","Council Area",2021,"Waste Generated",14125.3
"1397","North Ayrshire","Council Area",2021,"Waste Generated",63049.7
"1398","North Lanarkshire","Council Area",2021,"Waste Generated",161070.4
"1399","Orkney Islands","Council Area",2021,"Waste Generated",9360.8
"1400","Perth and Kinross","Council Area",2021,"Waste Generated",77370.2
"1401","Renfrewshire","Council Area",2021,"Waste Generated",85448
"1402","Scottish Borders","Council Area",2021,"Waste Generated",54561.4
"1403","Shetland Islands","Council Area",2021,"Waste Generated",9625.9
"1404","South Ayrshire","Council Area",2021,"Waste Generated",57828.4
"1405","South Lanarkshire","Council Area",2021,"Waste Generated",164765.1
"1406","Stirling","Council Area",2021,"Waste Generated",43957.6
"1407","West Dunbartonshire","Council Area",2021,"Waste Generated",42505.1
"1408","West Lothian","Council Area",2021,"Waste Generated",87149.5
